checkpoint,loss,epoch,seed
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-265,60.291796499873826,1,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-265,52.383779383619945,1,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-265,57.131370256872614,1,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-265,61.756514456453694,1,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-265,56.62189687173005,1,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-530,45.72292441942679,2,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-530,47.91492748251388,2,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-530,57.978603402022195,2,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-530,46.6721108796788,2,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-530,57.470414040539275,2,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-795,14.562031178078117,3,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-795,41.05383033485102,3,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-795,55.348766676862816,3,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-795,54.41883708150101,3,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-795,36.124244901427595,3,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-1060,8.659601095389068,4,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-1060,24.879782436768917,4,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-1060,33.09529291452981,4,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-1060,20.33818240401631,4,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-1060,12.771890855623056,4,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-1325,0.5340919784403888,5,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-1325,4.057561809535182,5,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-1325,12.33645963003704,5,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-1325,12.766956229055618,5,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-1325,13.871479502217724,5,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-1590,2.144027157621481,6,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-1590,1.5265213695540578,6,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-1590,1.9278046226567087,6,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-1590,15.94155953455268,6,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-1590,4.075304525415726,6,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-1855,0.016748518923375064,7,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-1855,1.5803955878060287,7,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-1855,6.008026556841986,7,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-1855,1.1509085388372393,7,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-1855,1.2583218985751,7,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-2120,1.7385678936351496,8,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-2120,1.6124835406804185,8,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-2120,4.419784619811961,8,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-2120,1.4701878966127195,8,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-2120,0.05862410922693145,8,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-2385,1.8415006415668895,9,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-2385,0.006119681558146964,9,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-2385,1.4890675974261967,9,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-2385,13.70479857714898,9,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-2385,0.8066478113946928,9,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-2650,1.7976774205892971,10,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-2650,0.0006838301611542338,10,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-2650,7.183680045735785,10,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-2650,0.4265092137272787,10,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-2650,0.02511351990834811,10,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-2915,0.07583715152428111,11,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-2915,0.16153119109450714,11,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-2915,4.75304411575666,11,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-2915,0.3101370168664327,11,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-2915,0.5397018306352476,11,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-3180,1.832799991163579,12,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-3180,4.500212355584367,12,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-3180,1.123889183033213,12,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-3180,0.2062302432123873,12,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-3180,5.16711792064347,12,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-3445,0.07107516459161477,13,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-3445,1.6417264034640184,13,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-3445,0.16363613757742648,13,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-3445,1.1884602033072376,13,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-3445,0.2492267722084851,13,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-3710,11.234394126533031,14,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-3710,0.5904668254426435,14,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-3710,4.9860581248618295e-06,14,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-3710,0.36231750256785394,14,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-3710,2.0905717794116727,14,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-3975,1.5392020143545988,15,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-3975,0.1487509929248667,15,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-3975,0.09964238908015666,15,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-3975,1.0604956044928582,15,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-3975,2.4950214754548137,15,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-4240,2.329201709842818,16,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-4240,0.053579993239325094,16,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-4240,12.223372247278542,16,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-4240,0.21480346609787043,16,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-4240,0.1846486277450965,16,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-4505,3.6068847315175443,17,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-4505,0.04646880313935743,17,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-4505,0.0728990029941319,17,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-4505,0.26953885749013523,17,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-4505,0.4077073866484389,17,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-4770,1.0969889888257736,18,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-4770,0.170699155488495,18,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-4770,0.7281578082966356,18,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-4770,1.9971934889184333,18,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-4770,0.07173204348999992,18,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-5035,0.18784650956722154,19,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-5035,1.1660910382237715,19,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-5035,1.4881402382328606,19,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-5035,0.06440717660491413,19,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-5035,0.016632171001704464,19,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-5300,0.7999082168634563,20,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-5300,0.31772091242607703,20,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-5300,0.22537937672990332,20,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-5300,0.4548615779905068,20,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-5300,0.8713410392723822,20,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-5565,0.0004895510737161111,21,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-5565,1.6488715221798476,21,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-5565,2.0546635714995873,21,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-5565,0.5883194177668395,21,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-5565,1.0736316481246237,21,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-5830,0.2804642753187726,22,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-5830,1.058267744862495,22,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-5830,0.12770512308524995,22,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-5830,0.09539286934495302,22,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-5830,0.40559973677158817,22,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-6095,0.12639029637274288,23,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-6095,1.1497946464064668,23,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-6095,3.648179538599539e-05,23,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-6095,0.605539195365018,23,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-6095,3.4838186187334013,23,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-6360,0.3861373171334471,24,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-6360,2.020854214321545,24,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-6360,0.22519846570819735,24,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-6360,0.018890618314192822,24,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-6360,0.01821439904872865,24,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-6625,0.3951076393792882,25,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-6625,1.0762469248604836,25,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-6625,1.0724126036017685,25,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-6625,0.5527891698613168,25,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-6625,0.4840758018154503,25,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-6890,0.20660474672513168,26,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-6890,0.6836312740465349,26,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-6890,0.5162028207411569,26,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-6890,1.1100647416265408,26,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-6890,0.6909984169780713,26,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-7155,0.026315200081601965,27,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-7155,0.22565669628828416,27,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-7155,0.46220275297311136,27,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-7155,0.044227313891829344,27,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-7155,0.2346021269068131,27,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-7420,0.00856865821235733,28,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-7420,0.4501400116449641,28,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-7420,0.5229443357554466,28,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-7420,0.027151578041911588,28,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-7420,0.7725157325558087,28,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-7685,0.009210560373217234,29,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-7685,0.1438458518848762,29,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-7685,0.3691688439021018,29,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-7685,0.28232950481535035,29,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-7685,0.37536748082046506,29,46
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/42/checkpoint-7950,0.06037620436264609,30,42
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/43/checkpoint-7950,0.7703354079222703,30,43
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/44/checkpoint-7950,0.7034847072275792,30,44
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/45/checkpoint-7950,0.4670873691131329,30,45
../../results/checkpoints_epoch/GPN_Brassicales/30_epochs/46/checkpoint-7950,0.3704296330875877,30,46
