track_name	track_url
DHS_Ath_flower_14_days	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_flower_14_days.bed
DHS_Ath_open_flower_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_open_flower_normal.bed
DHS_Ath_inflorescence_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_inflorescence_normal.bed
DHS_Ath_leaf_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_leaf_normal.bed
DHS_Ath_root_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_root_normal.bed
DHS_Ath_root_7_days	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_root_7_days.bed
DHS_Ath_root_hair_7_days	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_root_hair_7_days.bed
DHS_Ath_root_non_hair_7_days	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_root_non_hair_7_days.bed
DHS_Ath_root_non_hair_10_days	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_root_non_hair_10_days.bed
DHS_Ath_seed_coat_4_days_past_anthesis_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seed_coat_4_days_past_anthesis_rep1.bed
DHS_Ath_seed_coat_4_days_past_anthesis_rep2	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seed_coat_4_days_past_anthesis_rep2.bed
DHS_Ath_seed_coat_7_days_past_anthesis	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seed_coat_7_days_past_anthesis.bed
DHS_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seedling_normal.bed
DHS_Ath_seedling_7_day_old_Control	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seedling_7_day_old_Control.bed
DHS_Ath_seedling_7_day_old_Dark	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seedling_7_day_old_Dark.bed
DHS_Ath_seedling_7_day_old_Dark_30min_light	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seedling_7_day_old_Dark_30min_light.bed
DHS_Ath_seedling_7_day_old_Dark_3hr_light	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seedling_7_day_old_Dark_3hr_light.bed
DHS_Ath_seedling_7_day_old_Dark_24hr	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seedling_7_day_old_Dark_24hr.bed
DHS_Ath_seedling_7_day_old_Heat_Shock	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seedling_7_day_old_Heat_Shock.bed
DHS_Ath_seedling_Bay-0_7_day_old	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seedling_Bay-0_7_day_old.bed
DHS_Ath_seedling_Bur-0_7_day_old	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seedling_Bur-0_7_day_old.bed
DHS_Ath_seedling_Est-1_7_day_old	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seedling_Est-1_7_day_old.bed
DHS_Ath_seedling_Tsu-1_7_day_old	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DHS/DHS_Ath_seedling_Tsu-1_7_day_old.bed
DGF_Ath_root_7_days	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_root_7_days.bed
DGF_Ath_root_non_hair_7_days	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_root_non_hair_7_days.bed
DGF_Ath_root_non_hair_10_days	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_root_non_hair_10_days.bed
DGF_Ath_seed_coat_4_days_past_anthesis	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_seed_coat_4_days_past_anthesis.bed
DGF_Ath_seedling_7_day_old_Control	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_seedling_7_day_old_Control.bed
DGF_Ath_seedling_7_day_old_Dark	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_seedling_7_day_old_Dark.bed
DGF_Ath_seedling_7_day_old_Dark_30min_light	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_seedling_7_day_old_Dark_30min_light.bed
DGF_Ath_seedling_7_day_old_Dark_3hr_light	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_seedling_7_day_old_Dark_3hr_light.bed
DGF_Ath_seedling_7_day_old_Dark_24hr	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_seedling_7_day_old_Dark_24hr.bed
DGF_Ath_seedling_7_day_old_Heat_Shock	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_seedling_7_day_old_Heat_Shock.bed
DGF_Ath_seedling_Bay-0_7_day_old	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_seedling_Bay-0_7_day_old.bed
DGF_Ath_seedling_Bur-0_7_day_old	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_seedling_Bur-0_7_day_old.bed
DGF_Ath_seedling_Est-1_7_day_old	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/DGF/DGF_Ath_seedling_Est-1_7_day_old.bed
HM_H3K36me3_Ath_aerial_two-week-old	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K36me3_Ath_aerial_two-week-old.bed
HM_H3K23ac_Ath_leaf_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K23ac_Ath_leaf_normal.bed
HM_H4K16ac_Ath_leaf_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H4K16ac_Ath_leaf_normal.bed
HM_H3K4me1_Ath_rosette_leaf_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K4me1_Ath_rosette_leaf_normal.bed
HM_H3K4me3_Ath_rosette_leaf_mature_fully-expanded_29d	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K4me3_Ath_rosette_leaf_mature_fully-expanded_29d.bed
HM_H3K4me3_Ath_rosette_leaf_mature_fully-expanded_35d	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K4me3_Ath_rosette_leaf_mature_fully-expanded_35d.bed
HM_H3K4me3_Ath_rosette_leaf_mature_fully-expanded_42d	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K4me3_Ath_rosette_leaf_mature_fully-expanded_42d.bed
HM_H3K4me3_Ath_rosette_leaf_mature_fully-expanded_57d	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K4me3_Ath_rosette_leaf_mature_fully-expanded_57d.bed
HM_H3K4me3_Ath_rosette_leaf_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K4me3_Ath_rosette_leaf_normal.bed
HM_H3K9ac_Ath_rosette_leaf_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K9ac_Ath_rosette_leaf_normal.bed
HM_H3K9ac_Ath_rosette_leaf_mature_fully-expanded_30d	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K9ac_Ath_rosette_leaf_mature_fully-expanded_30d.bed
HM_H3K9ac_Ath_rosette_leaf_mature_fully-expanded_34d	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K9ac_Ath_rosette_leaf_mature_fully-expanded_34d.bed
HM_H3K9ac_Ath_rosette_leaf_mature_fully-expanded_42d	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K9ac_Ath_rosette_leaf_mature_fully-expanded_42d.bed
HM_H3T3ph_Ath_rosette_leaf_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3T3ph_Ath_rosette_leaf_normal.bed
HM_H3K27me3_Ath_seedling_12DAG_seedlings	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K27me3_Ath_seedling_12DAG_seedlings.bed
HM_H3K27me3_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K27me3_Ath_seedling_normal.bed
HM_H3K27me3_Ath_seedling_Young_seedlings	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K27me3_Ath_seedling_Young_seedlings.bed
HM_H3K4me3_Ath_seedling_12DAG_seedlings	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K4me3_Ath_seedling_12DAG_seedlings.bed
HM_H3K9me2_Ath_shoot_28DAG_seedlings	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/HM/HM_H3K9me2_Ath_shoot_28DAG_seedlings.bed
TFBS_AT1G24260_Ath_inflorescence_5-7_weeks_old_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G24260_Ath_inflorescence_5-7_weeks_old_rep1.bed
TFBS_AT4G18960_Ath_inflorescence_normal_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT4G18960_Ath_inflorescence_normal_rep1.bed
TFBS_AT4G18960_Ath_inflorescence_normal_rep2	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT4G18960_Ath_inflorescence_normal_rep2.bed
TFBS_AT1G22640_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G22640_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT1G22640_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G22640_Ath_seedling_normal.bed
TFBS_AT1G49720_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G49720_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT1G49720_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G49720_Ath_seedling_normal.bed
TFBS_AT1G49950_Ath_seedling_normal_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G49950_Ath_seedling_normal_rep1.bed
TFBS_AT1G49950_Ath_seedling_normal_rep2	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G49950_Ath_seedling_normal_rep2.bed
TFBS_AT1G51140_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G51140_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT1G51140_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G51140_Ath_seedling_normal.bed
TFBS_AT1G56170_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G56170_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT1G56170_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G56170_Ath_seedling_normal.bed
TFBS_AT1G77450_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G77450_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT1G77450_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT1G77450_Ath_seedling_normal.bed
TFBS_AT2G01570_Ath_seedling_normal_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G01570_Ath_seedling_normal_rep1.bed
TFBS_AT2G01570_Ath_seedling_normal_rep2	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G01570_Ath_seedling_normal_rep2.bed
TFBS_AT2G01570_Ath_seedling_normal_rep3	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G01570_Ath_seedling_normal_rep3.bed
TFBS_AT2G22430_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G22430_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT2G22430_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G22430_Ath_seedling_normal.bed
TFBS_AT2G43010_Ath_seedling_normal_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G43010_Ath_seedling_normal_rep1.bed
TFBS_AT2G43010_Ath_seedling_normal_rep2	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G43010_Ath_seedling_normal_rep2.bed
TFBS_AT2G43010_Ath_seedling_normal_rep3	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G43010_Ath_seedling_normal_rep3.bed
TFBS_AT2G43010_Ath_seedling_normal_rep4	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G43010_Ath_seedling_normal_rep4.bed
TFBS_AT2G43010_Ath_seedling_normal_rep5	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G43010_Ath_seedling_normal_rep5.bed
TFBS_AT2G46270_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G46270_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT2G46270_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G46270_Ath_seedling_normal.bed
TFBS_AT2G46680_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G46680_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT2G46680_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G46680_Ath_seedling_normal.bed
TFBS_AT2G46830_Ath_seedling_normal_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT2G46830_Ath_seedling_normal_rep1.bed
TFBS_AT3G10480_Ath_seedling_12_day_old_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT3G10480_Ath_seedling_12_day_old_rep1.bed
TFBS_AT3G10490_Ath_seedling_12_day_old_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT3G10490_Ath_seedling_12_day_old_rep1.bed
TFBS_AT3G19290_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT3G19290_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT3G19290_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT3G19290_Ath_seedling_normal.bed
TFBS_AT3G48430_Ath_seedling_young_seedlings_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT3G48430_Ath_seedling_young_seedlings_rep1.bed
TFBS_AT3G59060_Ath_seedling_normal_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT3G59060_Ath_seedling_normal_rep1.bed
TFBS_AT3G59060_Ath_seedling_normal_rep2	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT3G59060_Ath_seedling_normal_rep2.bed
TFBS_AT4G01120_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT4G01120_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT4G01120_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT4G01120_Ath_seedling_normal.bed
TFBS_AT4G27410_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT4G27410_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT4G27410_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT4G27410_Ath_seedling_normal.bed
TFBS_AT4G34000_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT4G34000_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT4G34000_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT4G34000_Ath_seedling_normal.bed
TFBS_AT4G37790_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT4G37790_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT4G37790_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT4G37790_Ath_seedling_normal.bed
TFBS_AT5G04340_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G04340_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT5G04340_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G04340_Ath_seedling_normal.bed
TFBS_AT5G04760_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G04760_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT5G04760_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G04760_Ath_seedling_normal.bed
TFBS_AT5G05410_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G05410_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT5G05410_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G05410_Ath_seedling_normal.bed
TFBS_AT5G18830_Ath_seedling_normal_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G18830_Ath_seedling_normal_rep1.bed
TFBS_AT5G43840_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G43840_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT5G43840_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G43840_Ath_seedling_normal.bed
TFBS_AT5G47640_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G47640_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT5G47640_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G47640_Ath_seedling_normal.bed
TFBS_AT5G61850_Ath_seedling_complete_seedlings_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G61850_Ath_seedling_complete_seedlings_rep1.bed
TFBS_AT5G61850_Ath_seedling_complete_seedlings_rep2	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G61850_Ath_seedling_complete_seedlings_rep2.bed
TFBS_AT5G61850_Ath_seedling_complete_seedlings_rep3	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G61850_Ath_seedling_complete_seedlings_rep3.bed
TFBS_AT5G61850_Ath_seedling_complete_seedlings_rep4	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G61850_Ath_seedling_complete_seedlings_rep4.bed
TFBS_AT5G63790_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G63790_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT5G63790_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G63790_Ath_seedling_normal.bed
TFBS_AT5G65310_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G65310_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT5G65310_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G65310_Ath_seedling_normal.bed
TFBS_AT5G67300_Ath_seedling_ABA_treatment_for_4h	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G67300_Ath_seedling_ABA_treatment_for_4h.bed
TFBS_AT5G67300_Ath_seedling_normal	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G67300_Ath_seedling_normal.bed
TFBS_AT5G17430_Ath_somatic_embryo_24-D_induced_somatic_embryos_rep1	http://plantregmap.gao-lab.org/download_ftp.php?filepath=08-download/Arabidopsis_thaliana/TFBS/TFBS_AT5G17430_Ath_somatic_embryo_24-D_induced_somatic_embryos_rep1.bed
